Booking_Date,Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,month,Year,Quater,Fiscal_Date
01-08-2016,UCEBU,PHONVID,CP-8865-K9,Q1 FY2022,AUG FY2022,1589,8,2022,1,2022-08-01
01-10-2016,UCEBU,PHONVID,CP-8865-K9,Q1 FY2022,OCT FY2022,2488,10,2022,1,2022-10-01
01-09-2016,UCEBU,PHONVID,CP-8865-K9,Q1 FY2022,SEP FY2022,1852,9,2022,1,2022-09-01
01-08-2017,UCEBU,PHONVID,CP-8865-K9,Q1 FY2002,AUG FY2002,5375,8,2002,1,2002-08-01
01-10-2017,UCEBU,PHONVID,CP-8865-K9,Q1 FY2002,OCT FY2002,41306,10,2002,1,2002-10-01
01-09-2017,UCEBU,PHONVID,CP-8865-K9,Q1 FY2002,SEP FY2002,4991,9,2002,1,2002-09-01
01-08-2018,UCEBU,PHONVID,CP-8865-K9,Q1 FY2008,AUG FY2008,6727,8,2008,1,2008-08-01
01-10-2018,UCEBU,PHONVID,CP-8865-K9,Q1 FY2008,OCT FY2008,6910,10,2008,1,2008-10-01
01-09-2018,UCEBU,PHONVID,CP-8865-K9,Q1 FY2008,SEP FY2008,6130,9,2008,1,2008-09-01
01-08-2019,UCEBU,PHONVID,CP-8865-K9,Q1 FY2007,AUG FY2007,13203,8,2007,1,2007-08-01
01-10-2019,UCEBU,PHONVID,CP-8865-K9,Q1 FY2007,OCT FY2007,23373,10,2007,1,2007-10-01
01-09-2019,UCEBU,PHONVID,CP-8865-K9,Q1 FY2007,SEP FY2007,13978,9,2007,1,2007-09-01
01-08-2020,UCEBU,PHONVID,CP-8865-K9,Q1 FY2011,AUG FY2011,3681,8,2011,1,2011-08-01
01-10-2020,UCEBU,PHONVID,CP-8865-K9,Q1 FY2011,OCT FY2011,10279,10,2011,1,2011-10-01
01-09-2020,UCEBU,PHONVID,CP-8865-K9,Q1 FY2011,SEP FY2011,7744,9,2011,1,2011-09-01
01-08-2021,UCEBU,PHONVID,CP-8865-K9,Q1 FY2012,AUG FY2012,4216,8,2012,1,2012-08-01
01-10-2021,UCEBU,PHONVID,CP-8865-K9,Q1 FY2012,OCT FY2012,11653,10,2012,1,2012-10-01
01-09-2021,UCEBU,PHONVID,CP-8865-K9,Q1 FY2012,SEP FY2012,7162,9,2012,1,2012-09-01
01-08-2022,UCEBU,PHONVID,CP-8865-K9,Q1 FY2022,AUG FY2022,6433,8,2022,1,2022-08-01
01-10-2022,UCEBU,PHONVID,CP-8865-K9,Q1 FY2022,OCT FY2022,7846,10,2022,1,2022-10-01
01-09-2022,UCEBU,PHONVID,CP-8865-K9,Q1 FY2022,SEP FY2022,4046,9,2022,1,2022-09-01
01-12-2016,UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,DEC FY2022,3921,12,2022,2,2022-12-01
01-01-2016,UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,JAN FY2022,2855,1,2022,2,2022-01-01
01-11-2016,UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,NOV FY2022,3511,11,2022,2,2022-11-01
01-12-2017,UCEBU,PHONVID,CP-8865-K9,Q2 FY2002,DEC FY2002,8126,12,2002,2,2002-12-01
01-01-2017,UCEBU,PHONVID,CP-8865-K9,Q2 FY2002,JAN FY2002,6319,1,2002,2,2002-01-01
01-11-2017,UCEBU,PHONVID,CP-8865-K9,Q2 FY2002,NOV FY2002,10013,11,2002,2,2002-11-01
01-12-2018,UCEBU,PHONVID,CP-8865-K9,Q2 FY2008,DEC FY2008,12268,12,2008,2,2008-12-01
01-01-2018,UCEBU,PHONVID,CP-8865-K9,Q2 FY2008,JAN FY2008,7479,1,2008,2,2008-01-01
01-11-2018,UCEBU,PHONVID,CP-8865-K9,Q2 FY2008,NOV FY2008,11577,11,2008,2,2008-11-01
01-12-2019,UCEBU,PHONVID,CP-8865-K9,Q2 FY2007,DEC FY2007,8233,12,2007,2,2007-12-01
01-01-2019,UCEBU,PHONVID,CP-8865-K9,Q2 FY2007,JAN FY2007,17842,1,2007,2,2007-01-01
01-11-2019,UCEBU,PHONVID,CP-8865-K9,Q2 FY2007,NOV FY2007,11754,11,2007,2,2007-11-01
01-12-2020,UCEBU,PHONVID,CP-8865-K9,Q2 FY2011,DEC FY2011,8089,12,2011,2,2011-12-01
01-01-2020,UCEBU,PHONVID,CP-8865-K9,Q2 FY2011,JAN FY2011,7978,1,2011,2,2011-01-01
01-11-2020,UCEBU,PHONVID,CP-8865-K9,Q2 FY2011,NOV FY2011,7276,11,2011,2,2011-11-01
01-12-2021,UCEBU,PHONVID,CP-8865-K9,Q2 FY2012,DEC FY2012,20092,12,2012,2,2012-12-01
01-01-2021,UCEBU,PHONVID,CP-8865-K9,Q2 FY2012,JAN FY2012,7274,1,2012,2,2012-01-01
01-11-2021,UCEBU,PHONVID,CP-8865-K9,Q2 FY2012,NOV FY2012,7406,11,2012,2,2012-11-01
01-12-2022,UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,DEC FY2022,4396,12,2022,2,2022-12-01
01-01-2022,UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,JAN FY2022,8509,1,2022,2,2022-01-01
01-11-2022,UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,NOV FY2022,5580,11,2022,2,2022-11-01
01-04-2016,UCEBU,PHONVID,CP-8865-K9,Q3 FY2022,APR FY2022,7223,4,2022,3,2022-04-01
01-02-2016,UCEBU,PHONVID,CP-8865-K9,Q3 FY2022,FEB FY2022,6457,2,2022,3,2022-02-01
01-03-2016,UCEBU,PHONVID,CP-8865-K9,Q3 FY2022,MAR FY2022,6346,3,2022,3,2022-03-01
01-04-2017,UCEBU,PHONVID,CP-8865-K9,Q3 FY2002,APR FY2002,8758,4,2002,3,2002-04-01
01-02-2017,UCEBU,PHONVID,CP-8865-K9,Q3 FY2002,FEB FY2002,6605,2,2002,3,2002-02-01
01-03-2017,UCEBU,PHONVID,CP-8865-K9,Q3 FY2002,MAR FY2002,5026,3,2002,3,2002-03-01
01-04-2018,UCEBU,PHONVID,CP-8865-K9,Q3 FY2008,APR FY2008,34842,4,2008,3,2008-04-01
01-02-2018,UCEBU,PHONVID,CP-8865-K9,Q3 FY2008,FEB FY2008,7530,2,2008,3,2008-02-01
01-03-2018,UCEBU,PHONVID,CP-8865-K9,Q3 FY2008,MAR FY2008,8868,3,2008,3,2008-03-01
01-04-2019,UCEBU,PHONVID,CP-8865-K9,Q3 FY2007,APR FY2007,10673,4,2007,3,2007-04-01
01-02-2019,UCEBU,PHONVID,CP-8865-K9,Q3 FY2007,FEB FY2007,10061,2,2007,3,2007-02-01
01-03-2019,UCEBU,PHONVID,CP-8865-K9,Q3 FY2007,MAR FY2007,9889,3,2007,3,2007-03-01
01-04-2020,UCEBU,PHONVID,CP-8865-K9,Q3 FY2011,APR FY2011,10270,4,2011,3,2011-04-01
01-02-2020,UCEBU,PHONVID,CP-8865-K9,Q3 FY2011,FEB FY2011,3340,2,2011,3,2011-02-01
01-03-2020,UCEBU,PHONVID,CP-8865-K9,Q3 FY2011,MAR FY2011,9379,3,2011,3,2011-03-01
01-04-2021,UCEBU,PHONVID,CP-8865-K9,Q3 FY2012,APR FY2012,6440,4,2012,3,2012-04-01
01-02-2021,UCEBU,PHONVID,CP-8865-K9,Q3 FY2012,FEB FY2012,4096,2,2012,3,2012-02-01
01-03-2021,UCEBU,PHONVID,CP-8865-K9,Q3 FY2012,MAR FY2012,4206,3,2012,3,2012-03-01
01-07-2015,UCEBU,PHONVID,CP-8865-K9,Q4 FY2015,JUL FY2015,1505,7,2015,4,2015-07-01
01-07-2016,UCEBU,PHONVID,CP-8865-K9,Q4 FY2022,JUL FY2022,23079,7,2022,4,2022-07-01
01-06-2016,UCEBU,PHONVID,CP-8865-K9,Q4 FY2022,JUN FY2022,5197,6,2022,4,2022-06-01
01-05-2016,UCEBU,PHONVID,CP-8865-K9,Q4 FY2022,MAY FY2022,4934,5,2022,4,2022-05-01
01-07-2017,UCEBU,PHONVID,CP-8865-K9,Q4 FY2002,JUL FY2002,35077,7,2002,4,2002-07-01
01-06-2017,UCEBU,PHONVID,CP-8865-K9,Q4 FY2002,JUN FY2002,9572,6,2002,4,2002-06-01
01-05-2017,UCEBU,PHONVID,CP-8865-K9,Q4 FY2002,MAY FY2002,9484,5,2002,4,2002-05-01
01-07-2018,UCEBU,PHONVID,CP-8865-K9,Q4 FY2008,JUL FY2008,33140,7,2008,4,2008-07-01
01-06-2018,UCEBU,PHONVID,CP-8865-K9,Q4 FY2008,JUN FY2008,7079,6,2008,4,2008-06-01
01-05-2018,UCEBU,PHONVID,CP-8865-K9,Q4 FY2008,MAY FY2008,9905,5,2008,4,2008-05-01
01-07-2019,UCEBU,PHONVID,CP-8865-K9,Q4 FY2007,JUL FY2007,11895,7,2007,4,2007-07-01
01-06-2019,UCEBU,PHONVID,CP-8865-K9,Q4 FY2007,JUN FY2007,4729,6,2007,4,2007-06-01
01-05-2019,UCEBU,PHONVID,CP-8865-K9,Q4 FY2007,MAY FY2007,6244,5,2007,4,2007-05-01
01-07-2020,UCEBU,PHONVID,CP-8865-K9,Q4 FY2011,JUL FY2011,41764,7,2011,4,2011-07-01
01-06-2020,UCEBU,PHONVID,CP-8865-K9,Q4 FY2011,JUN FY2011,3518,6,2011,4,2011-06-01
01-05-2020,UCEBU,PHONVID,CP-8865-K9,Q4 FY2011,MAY FY2011,5709,5,2011,4,2011-05-01
01-07-2021,UCEBU,PHONVID,CP-8865-K9,Q4 FY2012,JUL FY2012,15785,7,2012,4,2012-07-01
01-06-2021,UCEBU,PHONVID,CP-8865-K9,Q4 FY2012,JUN FY2012,8118,6,2012,4,2012-06-01
01-05-2021,UCEBU,PHONVID,CP-8865-K9,Q4 FY2012,MAY FY2012,9229,5,2012,4,2012-05-01
